date,국내총생산(시장가격 GDP),국민총소득(GNI)
1995-08,38855.34394883898,38708.195561730216
1995-09,39008.429997237836,38869.00573481966
1995-10,38920.08419911976,38792.029222718396
1995-11,39095.75960025042,38970.263177654284
1995-12,39535.45620062984,39403.70759962732
1996-01,40239.174000258,40092.36248863752
1996-02,40785.19794997153,40629.32934441193
1996-03,41173.52804977043,41014.60816695056
1996-04,41404.164299654694,41248.19895625343
1996-05,41705.47513738473,41564.04743638907
1996-06,42077.460562960565,41962.15360735748
1996-07,42520.12057638218,42442.51746915866
1996-08,42935.07014745095,42862.39533273996
1996-09,43322.309276166874,43221.78719810138
1996-10,43681.83796252995,43520.693065242944
1996-11,43911.79166222325,43707.24973309613
1996-12,44012.17037524678,43781.45720166093
1997-01,43982.97410160054,43743.315470937385
1997-02,44224.44445698856,43988.168435053456
1997-03,44736.581441410875,44516.01609400917
1997-04,45519.385054867445,45326.8584478045
1997-05,46133.822167081,45949.300200399965
1997-06,46579.89277805155,46383.341351795534
1997-07,46857.59688777911,46628.98190199125
1997-08,47339.62524937667,47090.33061304674
1997-09,48025.97786284424,47767.38748496202
1997-10,48916.654728181835,48660.152517737086
1997-11,49227.25789837987,48937.55438762804
1997-12,48957.78737343832,48599.593094634874
1998-01,48108.24315335723,47646.26863875762
1998-02,47299.874733319026,46799.68604572008
1998-03,46532.68211332372,46059.845315522274
1998-04,45806.66529337128,45426.74644816419
1998-05,45439.76211835472,45082.13689520152
1998-06,45431.97258827401,45026.01665663428
1998-07,45783.29670312919,45258.38573246248
1998-08,46046.65520449609,45410.58870207267
1998-09,46222.048092374716,45482.62556546485
1998-10,46309.47536676508,45474.496322639
1998-11,46628.17566028885,45776.96676995329
1998-12,47178.14897294603,46390.036907407695
1999-01,47959.3953047366,47313.70673500223
1999-02,48524.185409131795,47970.9941406492
1999-03,48872.519286131595,48361.89912434858
1999-04,49004.39693573602,48486.42168610041
1999-05,49485.0686463351,48962.36106196307
1999-06,50314.53441792885,49789.71725193652
1999-07,51492.79425051724,50968.49025602083
1999-08,52424.08852077641,51891.61581502627
1999-09,53108.417228706334,52559.09392895287
1999-10,53545.780374307054,52970.92459780058
1999-11,53966.76087997692,53406.06381666207
1999-12,54371.35874571598,53864.51158553735
2000-01,54759.57397152418,54346.26790442642
2000-02,54998.14729933309,54649.306055828885
2000-03,55087.078729142704,54773.626039744726
2000-04,55026.36826095299,54719.22785617396
2000-05,55277.58944819082,54943.6074181508
2000-06,55840.742290856164,55446.76472567524
2000-07,56715.826788949016,56228.699778747294
2000-08,57275.62782176046,56773.58370795482
2000-09,57520.14538929053,57081.41651329786
2000-10,57449.379491539206,57152.19819477634
2000-11,57652.503398446985,57408.21996906371
2000-12,58129.51711001384,57849.48183615993
2001-01,58880.420626239815,58475.98379606504
2001-02,59517.13103561646,59052.62143899252
2001-03,60039.64833814375,59579.39476494244
2001-04,60447.97253382175,60056.30377391476
2001-05,60890.47418237494,60532.42819572176
2001-06,61367.153283803345,61007.76803036347
2001-07,61878.009838106955,61482.32327783985
2001-08,62054.51659810264,61638.81963132906
2001-09,61896.673563790384,61477.25709083107
2001-10,61404.480735170175,60997.63565634592
2001-11,61665.8469766375,61288.32855546519
2001-12,62680.77228819236,62349.33578818885
2002-01,64449.25666983479,64180.65735451694
2002-02,65781.91026286929,65503.76973021125
2002-03,66678.73306729589,66318.6729152718
2002-04,67139.7250831146,66625.36690969857
2002-05,67466.60427473333,66936.54022603134
2002-06,67659.37064215206,67252.1928642701
2002-07,67718.02418537084,67572.32482441484
2002-08,68027.0194321474,68022.4891961399
2002-09,68586.35638248175,68602.68597944528
2002-10,69396.0350363739,69312.91517433096
2002-11,69981.02842256651,69830.33609230418
2002-12,70341.3365410596,70154.94873336489
2003-01,70476.95939185319,70286.75309751311
2003-02,70651.7205606617,70406.13936541534
2003-03,70865.6200474851,70513.10753707156
2003-04,71118.65785232346,70607.65761248181
2003-05,71332.42391429046,70780.32692197303
2003-06,71506.91823338607,71031.11546554515
2003-07,71642.14080961033,71360.02324319827
2003-08,72142.74084645862,71998.88275521284
2003-09,73008.718343931,72947.69400158885
2003-10,74240.07330202738,74206.45698232629
2003-11,75209.03206503093,75180.55499076594
2003-12,75915.59463294169,75869.98802690777
2004-01,76359.76100575962,76274.75609075183
2004-02,76824.0318446444,76671.93103864895
2004-03,77308.40714959602,77061.51287059918
2004-04,77812.88692061453,77443.50158660243
2004-05,78231.54167290825,77808.77257565144
2004-06,78564.37140647719,78157.32583774613
2004-07,78811.37612132134,78489.1613728866
2004-08,79108.14520904138,78915.89922700677
2004-09,79454.67866963727,79437.53940010662
2004-10,79850.97650310905,80054.08189218614
2004-11,80164.3435841452,80430.25609606641
2004-12,80394.77991274573,80566.06201174745
2005-01,80542.28548891058,80461.49963922922
2005-02,80783.42276626886,80517.63431667777
2005-03,81118.19174482055,80734.46604409303
2005-04,81546.59242456571,81111.99482147509
2005-05,82030.44827607772,81488.70589971429
2005-06,82569.75929935656,81864.59927881062
2005-07,83164.52549440227,82239.6749587641
2005-08,83739.472922362,82756.63765967939
2005-09,84294.60158323574,83415.48738155646
2005-10,84829.91147702347,84216.22412439535
2005-11,85187.85534270284,84709.86521680855
2005-12,85368.43318027373,84896.41065879606
2006-01,85371.64498973633,84775.86045035787
2006-02,85395.93919979972,84772.65256047991
