date,cpi,가계신용,가계대출,판매신용,경제활동인구,비경제활동인구,취업자,실업자,실업률,고용률,경제활동참가율,소비자물가등락률,근로일수,국내총생산(시장가격 GDP),국민총소득(GNI),중위연령,평균연령,전체임금총액,전체근로일수,전체근로시간,총인구수,0~14세 구성비,15~64세 구성비,고령인구비율,자살자수
2020-01,100.09,535767.1185599945,505463.769080999,30303.34947899561,27952.3,16713.0,26799.7,1152.7,4.1,60.0,62.6,0.4,19.6,170995.99929086704,172517.16325391768,43.9,42.9,4091969.0,19.3,157.6,51847509,12.441450176516678,71.98299729308114,15.575552530402184,1092
2020-01,100.09,535767.1185599945,505463.769080999,30303.34947899561,27952.3,16713.0,26799.7,1152.7,4.1,60.0,62.6,1.2,19.6,170995.99929086704,172517.16325391768,43.9,42.9,4091969.0,19.3,157.6,51847509,12.441450176516678,71.98299729308114,15.575552530402184,1092
2020-01,100.09,535767.1185599945,505463.769080999,30303.34947899561,27952.3,16713.0,26799.7,1152.7,4.1,60.0,62.6,1.2,19.6,170995.99929086704,172517.16325391768,43.9,42.9,4091969.0,19.3,157.6,51847509,12.441450176516678,71.98299729308114,15.575552530402184,1092
2020-02,100.16,536932.7705470223,507361.5446240782,29571.225922944293,27990.6,16707.6,26837.8,1152.8,4.1,60.0,62.6,0.1,19.8,169942.49607777828,171476.94427483153,43.9,42.9,3403361.0,19.3,157.1,51844627,12.417940628640263,71.91487750504984,15.667181866309887,993
2020-02,100.16,536932.7705470223,507361.5446240782,29571.225922944293,27990.6,16707.6,26837.8,1152.8,4.1,60.0,62.6,0.9,19.8,169942.49607777828,171476.94427483153,43.9,42.9,3403361.0,19.3,157.1,51844627,12.417940628640263,71.91487750504984,15.667181866309887,993
2020-02,100.16,536932.7705470223,507361.5446240782,29571.225922944293,27990.6,16707.6,26837.8,1152.8,4.1,60.0,62.6,1.0,19.8,169942.49607777828,171476.94427483153,43.9,42.9,3403361.0,19.3,157.1,51844627,12.417940628640263,71.91487750504984,15.667181866309887,993
2020-03,99.94,538998.330092983,509581.75279492285,29416.57729806012,27789.1,16923.1,26609.3,1179.7,4.2,59.5,62.2,-0.2,20.0,168793.3046313546,170279.3924712508,43.9,42.9,3473131.0,20.7,168.6,51843195,12.389242213949196,71.80681861910709,15.803939166943705,1149
2020-03,99.94,538998.330092983,509581.75279492285,29416.57729806012,27789.1,16923.1,26609.3,1179.7,4.2,59.5,62.2,0.8,20.0,168793.3046313546,170279.3924712508,43.9,42.9,3473131.0,20.7,168.6,51843195,12.389242213949196,71.80681861910709,15.803939166943705,1149
2020-03,99.94,538998.330092983,509581.75279492285,29416.57729806012,27789.1,16923.1,26609.3,1179.7,4.2,59.5,62.2,1.0,20.0,168793.3046313546,170279.3924712508,43.9,42.9,3473131.0,20.7,168.6,51843195,12.389242213949196,71.80681861910709,15.803939166943705,1149
2020-04,99.5,541963.7971978766,512124.39359353366,29839.40360434309,27733.8,16990.9,26562.1,1171.7,4.2,59.4,62.0,0.7,19.6,167548.4249515959,168924.50784317544,43.9,42.9,3358565.0,19.2,156.7,51842524,12.363456686638171,71.7626479760129,15.87389533734893,1120
2020-04,99.5,541963.7971978766,512124.39359353366,29839.40360434309,27733.8,16990.9,26562.1,1171.7,4.2,59.4,62.0,0.0,19.6,167548.4249515959,168924.50784317544,43.9,42.9,3358565.0,19.2,156.7,51842524,12.363456686638171,71.7626479760129,15.87389533734893,1120
2020-04,99.5,541963.7971978766,512124.39359353366,29839.40360434309,27733.8,16990.9,26562.1,1171.7,4.2,59.4,62.0,-0.4,19.6,167548.4249515959,168924.50784317544,43.9,42.9,3358565.0,19.2,156.7,51842524,12.363456686638171,71.7626479760129,15.87389533734893,1120
2020-05,99.44,545725.3024256926,515356.7017730362,30368.600652656514,28208.6,16547.5,26930.2,1278.4,4.5,60.2,63.0,-0.2,18.5,167570.01131795932,168799.380803775,43.9,42.9,3287099.0,18.5,150.2,51841371,12.338875065630498,71.71662377524699,15.94450115912251,1152
2020-05,99.44,545725.3024256926,515356.7017730362,30368.600652656514,28208.6,16547.5,26930.2,1278.4,4.5,60.2,63.0,0.5,18.5,167570.01131795932,168799.380803775,43.9,42.9,3287099.0,18.5,150.2,51841371,12.338875065630498,71.71662377524699,15.94450115912251,1152
2020-05,99.44,545725.3024256926,515356.7017730362,30368.600652656514,28208.6,16547.5,26930.2,1278.4,4.5,60.2,63.0,-0.1,18.5,167570.01131795932,168799.380803775,43.9,42.9,3287099.0,18.5,150.2,51841371,12.338875065630498,71.71662377524699,15.94450115912251,1152
2020-06,99.71,550282.8457764308,519278.6773334305,31004.168443000384,28283.3,16492.1,27055.2,1228.0,4.3,60.4,63.2,0.5,20.6,168858.06373044476,169904.01135304957,43.9,42.9,3351376.0,20.6,167.4,51839408,12.318242523139924,71.68377578694572,15.99798168991436,1135
2020-06,99.71,550282.8457764308,519278.6773334305,31004.168443000384,28283.3,16492.1,27055.2,1228.0,4.3,60.4,63.2,0.3,20.6,168858.06373044476,169904.01135304957,43.9,42.9,3351376.0,20.6,167.4,51839408,12.318242523139924,71.68377578694572,15.99798168991436,1135
2020-06,99.71,550282.8457764308,519278.6773334305,31004.168443000384,28283.3,16492.1,27055.2,1228.0,4.3,60.4,63.2,0.2,20.6,168858.06373044476,169904.01135304957,43.9,42.9,3351376.0,20.6,167.4,51839408,12.318242523139924,71.68377578694572,15.99798168991436,1135
2020-07,99.63,555636.4272500915,523890.3202747168,31746.106975374725,28243.8,16551.3,27106.0,1137.8,4.0,60.5,63.1,0.5,21.3,171412.58218905234,172238.39949099917,43.9,42.9,3526470.0,21.3,173.1,51839852,12.297764661828124,71.64625585736626,16.055979480805615,1228
2020-07,99.63,555636.4272500915,523890.3202747168,31746.106975374725,28243.8,16551.3,27106.0,1137.8,4.0,60.5,63.1,-0.1,21.3,171412.58218905234,172238.39949099917,43.9,42.9,3526470.0,21.3,173.1,51839852,12.297764661828124,71.64625585736626,16.055979480805615,1228
2020-07,99.63,555636.4272500915,523890.3202747168,31746.106975374725,28243.8,16551.3,27106.0,1137.8,4.0,60.5,63.1,0.4,21.3,171412.58218905234,172238.39949099917,43.9,42.9,3526470.0,21.3,173.1,51839852,12.297764661828124,71.64625585736626,16.055979480805615,1228
2020-08,100.19,561018.4221559381,528863.2338290008,32155.18832693726,27948.7,16863.9,27084.7,864.0,3.1,60.4,62.4,0.8,18.9,173202.95016191498,174097.6219072372,43.9,42.9,3378692.0,18.9,153.9,51839953,12.271658502468163,71.60348698618611,16.124854511345717,1185
2020-08,100.19,561018.4221559381,528863.2338290008,32155.18832693726,27948.7,16863.9,27084.7,864.0,3.1,60.4,62.4,0.5,18.9,173202.95016191498,174097.6219072372,43.9,42.9,3378692.0,18.9,153.9,51839953,12.271658502468163,71.60348698618611,16.124854511345717,1185
2020-08,100.19,561018.4221559381,528863.2338290008,32155.18832693726,27948.7,16863.9,27084.7,864.0,3.1,60.4,62.4,0.6,18.9,173202.95016191498,174097.6219072372,43.9,42.9,3378692.0,18.9,153.9,51839953,12.271658502468163,71.60348698618611,16.124854511345717,1185
2020-09,100.74,566428.8304939707,534197.4179962825,32231.412497687998,28011.7,16817.3,27011.7,1000.0,3.6,60.3,62.5,0.6,19.9,174229.16764903266,175481.67860176368,43.9,42.9,3815583.0,19.9,162.2,51841786,12.246711561982066,71.55811144315129,16.19517699486665,1020
